,district,fiyat,,update_date,m2_brut,bina_yasi,kat_sayisi,kullanim_durumu,banyo_sayisi,creation_date,Type,m2_net,oda_sayisi,bulundugu_kat,isitma_tip,site
132,arnavutkoy,"560,000TL",,19 Ocak 2022,90 m2,0 (Yeni),3,Boş,1,19 Ocak 2022,Konut,80 m2,2+1,1. Kat,Kombi Doğalgaz,Hayır
133,arnavutkoy,"550,000TL",,18 Ocak 2022,120 m2,10-May,6,Boş,1,18 Ocak 2022,Konut,115 m2,3+1,Bahçe Katı,Kombi Doğalgaz,Evet
134,arnavutkoy,"1,050,000TL",,01 Mart 2022,200 m2,0 (Yeni),5,Boş,3,19 Ocak 2022,Konut,180 m2,3+2,Çatı Dubleks,Kombi Doğalgaz,Hayır
135,arnavutkoy,"630,000TL",,01 Mart 2022,120 m2,0 (Yeni),5,Boş,1,19 Ocak 2022,Konut,115 m2,3+1,Bahçe Dublex,Kombi Doğalgaz,Hayır
136,arnavutkoy,"650,000TL",,01 Mart 2022,110 m2,10-May,5,Boş,1,19 Ocak 2022,Konut,95 m2,2+1,2. Kat,Doğalgaz Sobalı,Hayır
137,arnavutkoy,"730,000TL",,01 Mart 2022,95 m2,0 (Yeni),5,Boş,1,19 Ocak 2022,Konut,85 m2,2+1,3. Kat,Kombi Doğalgaz,Hayır
138,arnavutkoy,"630,000TL",,02 Mart 2022,90 m2,0 (Yeni),5,Boş,1,19 Ocak 2022,Konut,85 m2,2+1,Düz Giriş,Kombi Doğalgaz,Hayır
139,arnavutkoy,"630,000TL",,02 Mart 2022,120 m2,0 (Yeni),5,Boş,1,19 Ocak 2022,Konut,115 m2,1 Oda,Düz Giriş,Kombi Doğalgaz,Hayır
140,arnavutkoy,"925,000TL",,18 Ocak 2022,200 m2,10-May,4,Kiracı Oturuyor,3,18 Ocak 2022,Konut,180 m2,4+2,3. Kat,Kombi Doğalgaz,Hayır
141,arnavutkoy,"580,000TL",,18 Ocak 2022,95 m2,0 (Yeni),5,Boş,1,18 Ocak 2022,Konut,85 m2,2+1,Düz Giriş,Kombi Doğalgaz,Hayır
142,arnavutkoy,"789,000TL",,12 Şubat 2022,111 m2,10-May,3,Mülk Sahibi Oturuyor,1,17 Ocak 2022,Konut,110 m2,3+1,1. Kat,Kombi Doğalgaz,Hayır
143,arnavutkoy,"620,000TL",,28 Şubat 2022,115 m2,3,4,Boş,1,18 Ocak 2022,Konut,105 m2,2+1,3. Kat,Kombi Doğalgaz,Hayır
144,arnavutkoy,"700,000TLarrow_downward%16",,21 Şubat 2022,84 m2,10-May,10,Mülk Sahibi Oturuyor,1,16 Ocak 2022,Konut,65 m2,2+1,7. Kat,Merkezi Doğalgaz,Evet
145,arnavutkoy,"650,000TL",,16 Ocak 2022,110 m2,0 (Yeni),4,Boş,2,16 Ocak 2022,Konut,100 m2,2+1,1. Kat,Kombi Doğalgaz,Hayır
146,arnavutkoy,"850,000TL",,16 Ocak 2022,170 m2,0 (Yeni),4,Boş,2,16 Ocak 2022,Konut,150 m2,3+2,3. Kat,Kombi Doğalgaz,Hayır
147,arnavutkoy,"1,000,000TL",,17 Şubat 2022,200 m2,4,5,Kiracı Oturuyor,2,15 Ocak 2022,Konut,185 m2,4+2,4. Kat,Kombi Doğalgaz,Hayır
148,arnavutkoy,"415,000TL",,21 Şubat 2022,80 m2,0 (Yeni),4,Boş,1,13 Ocak 2022,Konut,75 m2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır
149,arnavutkoy,"1,000,000TL",,12 Ocak 2022,180 m2,0 (Yeni),5,Boş,2,12 Ocak 2022,Konut,170 m2,4+2,Çatı Dubleks,Kombi Doğalgaz,Hayır
150,arnavutkoy,"530,000TL",,02 Mart 2022,95 m2,4,5,Mülk Sahibi Oturuyor,1,12 Ocak 2022,Konut,90 m2,2+1,Yüksek Giriş,Kombi Doğalgaz,Hayır
151,arnavutkoy,"725,000TL",,12 Ocak 2022,102 m2,0 (Yeni),6,Boş,2,12 Ocak 2022,Konut,95 m2,2+1,3. Kat,Kombi Doğalgaz,Hayır
152,arnavutkoy,"525,000TL",,12 Ocak 2022,130 m2,0 (Yeni),4,Boş,1,12 Ocak 2022,Konut,120 m2,4+2,Yüksek Giriş,Kombi Doğalgaz,Hayır
153,arnavutkoy,"1,550,000TL",,13 Ocak 2022,271 m2,21 Ve Üzeri,6,Mülk Sahibi Oturuyor,6+,11 Ocak 2022,Konut,270 m2,2+1,6. Kat,Merkezi Doğalgaz,Hayır
154,arnavutkoy,"950,000TL",,02 Mart 2022,200 m2,3,5,Boş,3,11 Ocak 2022,Konut,180 m2,3+2,Çatı Dubleks,Kombi Doğalgaz,Hayır
155,arnavutkoy,"690,000TL",,10 Ocak 2022,84 m2,10-May,12,Boş,1,10 Ocak 2022,Konut,80 m2,2+1,8. Kat,Merkezi (Pay Ölçer),Hayır
156,arnavutkoy,"12,000,000TL",,04 Şubat 2022,350 m2,15-Nov,3,Boş,6+,11 Ocak 2022,Konut,300 m2,4+2,Düz Giriş,Klimalı,Hayır
157,arnavutkoy,"385,000TL",,28 Şubat 2022,60 m2,2,4,Boş,1,11 Ocak 2022,Konut,50 m2,2+1,Yüksek Giriş,Kombi Doğalgaz,Hayır
158,arnavutkoy,"720,000TLarrow_downward%4",,03 Mart 2022,160 m2,4,4,Mülk Sahibi Oturuyor,2,10 Ocak 2022,Konut,140 m2,3+1,Yüksek Giriş,Kombi Doğalgaz,Hayır
159,arnavutkoy,"725,000TL",,10 Ocak 2022,100 m2,0 (Yeni),6,Boş,1,10 Ocak 2022,Konut,90 m2,2+1,Kot 2 (-2). Kat,Kombi Doğalgaz,Hayır
160,arnavutkoy,"840,000TL",,10 Ocak 2022,140 m2,0 (Yeni),4,Boş,1,10 Ocak 2022,Konut,130 m2,3+1,Kot 1 (-1). Kat,Kombi Doğalgaz,Hayır
161,arnavutkoy,"865,000TL",,10 Ocak 2022,160 m2,0 (Yeni),5,Boş,2,09 Ocak 2022,Konut,150 m2,3+2,4. Kat,Kombi Doğalgaz,Hayır
162,arnavutkoy,"665,000TL",,10 Ocak 2022,90 m2,0 (Yeni),5,Boş,1,09 Ocak 2022,Konut,80 m2,2+1,2. Kat,Kombi Doğalgaz,Hayır
163,arnavutkoy,"900,000TL",,10 Ocak 2022,200 m2,3,4,Boş,2,09 Ocak 2022,Konut,170 m2,4+2,4. Kat,Kombi Doğalgaz,Hayır
164,arnavutkoy,"1,025,000TL",,10 Ocak 2022,190 m2,0 (Yeni),4,Boş,2,10 Ocak 2022,Konut,180 m2,4+2,4. Kat,Kombi Doğalgaz,Hayır
165,arnavutkoy,"950,000TL",,10 Ocak 2022,200 m2,0 (Yeni),6,Boş,2,10 Ocak 2022,Konut,190 m2,4+2,5. Kat,Kombi Doğalgaz,Hayır
166,arnavutkoy,"1,025,000TL",,21 Ocak 2022,190 m2,0 (Yeni),4,Boş,1,10 Ocak 2022,Konut,180 m2,4+2,4. Kat,Kombi Doğalgaz,Hayır
167,arnavutkoy,"730,000TL",,22 Şubat 2022,145 m2,10-May,6,Boş,1,10 Ocak 2022,Konut,135 m2,2+1,2. Kat,Kombi Doğalgaz,Hayır
168,arnavutkoy,"408,000TL",,17 Şubat 2022,85 m2,4,4,Mülk Sahibi Oturuyor,1,09 Ocak 2022,Konut,75 m2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır
169,arnavutkoy,"470,000TL",,07 Ocak 2022,75 m2,0 (Yeni),4,Boş,1,07 Ocak 2022,Konut,65 m2,1+1,1. Kat,Kombi Doğalgaz,Hayır
170,arnavutkoy,"6,250,000TL",,10 Ocak 2022,175 m2,10-May,2,Mülk Sahibi Oturuyor,3,07 Ocak 2022,Konut,150 m2,3+1,Bahçe Katı,Yerden Isıtma,Hayır
171,arnavutkoy,"1,150,000TL",,07 Ocak 2022,200 m2,0 (Yeni),4,Boş,2,07 Ocak 2022,Konut,170 m2,4+2,4. Kat,Kombi Doğalgaz,Hayır
172,arnavutkoy,"990,000TL",,08 Şubat 2022,310 m2,16-20,3,Mülk Sahibi Oturuyor,3,07 Ocak 2022,Konut,300 m2,2+1,Müstakil,Kombi Doğalgaz,Hayır
173,arnavutkoy,"1,500,000TL",,17 Şubat 2022,190 m2,0 (Yeni),5,Boş,2,07 Ocak 2022,Konut,170 m2,5+2,Çatı Katı,Kombi Doğalgaz,Hayır
174,arnavutkoy,"685,000TL",,07 Ocak 2022,100 m2,0 (Yeni),3,Boş,1,07 Ocak 2022,Konut,95 m2,2+1,2. Kat,Kombi Doğalgaz,Hayır
175,arnavutkoy,"530,000TL",,02 Mart 2022,70 m2,10-May,5,Kiracı Oturuyor,1,06 Ocak 2022,Konut,60 m2,1+1,Düz Giriş,Kombi Doğalgaz,Hayır
176,arnavutkoy,"825,000TL",,06 Ocak 2022,145 m2,0 (Yeni),3,Boş,2,06 Ocak 2022,Konut,122 m2,4+2,Çatı Dubleks,Doğalgaz Sobalı,Hayır
177,arnavutkoy,"370,000TL",,05 Ocak 2022,196 m2,0 (Yeni),1,Boş,1,05 Ocak 2022,Konut,195 m2,2+1,Düz Giriş,Sobalı,Hayır
178,arnavutkoy,"783,000TL",,05 Şubat 2022,160 m2,3,3,Kiracı Oturuyor,2,05 Ocak 2022,Konut,150 m2,4+2,3. Kat,Kombi Doğalgaz,Hayır
179,arnavutkoy,"380,000TL",,03 Ocak 2022,110 m2,10-May,5,Kiracı Oturuyor,1,03 Ocak 2022,Konut,100 m2,2+1,Kot 1 (-1). Kat,Kombi Doğalgaz,Hayır
180,arnavutkoy,"670,000TL",,03 Ocak 2022,115 m2,3,3,Boş,2,03 Ocak 2022,Konut,105 m2,2+1,2. Kat,Kombi Doğalgaz,Hayır
181,arnavutkoy,"1,700,000TL",,03 Ocak 2022,220 m2,0 (Yeni),4,Boş,4,03 Ocak 2022,Konut,200 m2,5+2,4. Kat,Kombi Doğalgaz,Hayır
182,arnavutkoy,"685,000TL",,15 Şubat 2022,84 m2,10-May,12,Boş,1,03 Ocak 2022,Konut,80 m2,2+1,7. Kat,Merkezi (Pay Ölçer),Evet
183,arnavutkoy,"1,350,000TL",,07 Ocak 2022,220 m2,0 (Yeni),4,Boş,2,01 Ocak 2022,Konut,200 m2,4+2,4. Kat,Kombi Doğalgaz,Hayır
184,arnavutkoy,"1,600,000TL",,30 Ocak 2022,240 m2,0 (Yeni),4,Boş,4,31 Aralık 2021,Konut,200 m2,4+2,Çatı Dubleks,Kombi Doğalgaz,Hayır
185,arnavutkoy,"680,000TL",,30 Aralık 2021,95 m2,0 (Yeni),4,Boş,2,30 Aralık 2021,Konut,85 m2,2+1,2. Kat,Kombi Doğalgaz,Hayır
186,arnavutkoy,"900,000TL",,30 Aralık 2021,150 m2,0 (Yeni),4,Boş,2,30 Aralık 2021,Konut,140 m2,4+1,1. Kat,Kombi Doğalgaz,Hayır
187,arnavutkoy,"5,900,000TL",,29 Aralık 2021,850 m2,10-May,2,Mülk Sahibi Oturuyor,3,29 Aralık 2021,Konut,849 m2,4+2,Düz Giriş,Kombi Doğalgaz,Hayır
188,arnavutkoy,"1,200,000TL",,01 Mart 2022,185 m2,4,5,Mülk Sahibi Oturuyor,2,28 Aralık 2021,Konut,170 m2,3+2,5. Kat,Kombi Doğalgaz,Hayır
189,arnavutkoy,"735,000TL",,21 Şubat 2022,100 m2,0 (Yeni),5,Boş,1,28 Aralık 2021,Konut,90 m2,2+1,3. Kat,Kombi Doğalgaz,Hayır
190,arnavutkoy,"1,075,000TL",,23 Şubat 2022,190 m2,0 (Yeni),5,Boş,3,28 Aralık 2021,Konut,180 m2,4+2,5. Kat,Kombi Doğalgaz,Hayır
191,arnavutkoy,"1,150,000TL",,01 Mart 2022,220 m2,4,5,Boş,2,27 Aralık 2021,Konut,200 m2,4+2,Çatı Dubleks,Kombi Doğalgaz,Hayır
192,arnavutkoy,"645,000TL",,31 Aralık 2021,110 m2,0 (Yeni),3,Boş,1,27 Aralık 2021,Konut,100 m2,2+1,2. Kat,Kombi Doğalgaz,Hayır
193,arnavutkoy,"530,000TL",,27 Aralık 2021,95 m2,0 (Yeni),3,Boş,1,27 Aralık 2021,Konut,85 m2,2+1,Yüksek Giriş,Kombi Doğalgaz,Hayır
194,arnavutkoy,"650,000TL",,29 Aralık 2021,90 m2,0 (Yeni),4,Boş,1,27 Aralık 2021,Konut,85 m2,2+1,3. Kat,Kombi Doğalgaz,Hayır
195,arnavutkoy,"375,000TL",,25 Ocak 2022,110 m2,15-Nov,4,Kiracı Oturuyor,1,24 Aralık 2021,Konut,100 m2,2+1,Düz Giriş,Sobalı,Hayır
196,arnavutkoy,"630,000TL",,07 Şubat 2022,120 m2,10-May,3,Mülk Sahibi Oturuyor,1,23 Aralık 2021,Konut,115 m2,2+1,2. Kat,Kombi Doğalgaz,Hayır
197,arnavutkoy,"680,000TL",,17 Şubat 2022,100 m2,3,5,Boş,1,24 Aralık 2021,Konut,90 m2,2+1,1. Kat,Kombi Doğalgaz,Hayır
198,arnavutkoy,"830,000TL",,12 Şubat 2022,135 m2,0 (Yeni),3,Boş,1,23 Aralık 2021,Konut,125 m2,2+1,1. Kat,Kombi Doğalgaz,Hayır
199,arnavutkoy,"575,000TL",,12 Şubat 2022,110 m2,0 (Yeni),3,Boş,1,23 Aralık 2021,Konut,100 m2,2+1,Yüksek Giriş,Kombi Doğalgaz,Hayır
200,arnavutkoy,"864,999TL",,28 Şubat 2022,195 m2,1,3,Mülk Sahibi Oturuyor,2,23 Aralık 2021,Konut,180 m2,4+2,Çatı Dubleks,Kombi Doğalgaz,Hayır
201,arnavutkoy,"475,000TL",,21 Aralık 2021,95 m2,0 (Yeni),4,Boş,1,21 Aralık 2021,Konut,90 m2,2+1,Yüksek Giriş,Kombi Doğalgaz,Hayır
202,arnavutkoy,"510,000TL",,28 Şubat 2022,125 m2,15-Nov,4,Boş,1,22 Aralık 2021,Konut,110 m2,2+1,Çatı Katı,Kombi Doğalgaz,Hayır
203,arnavutkoy,"800,000TL",,20 Aralık 2021,170 m2,3,4,Boş,2,20 Aralık 2021,Konut,160 m2,4+2,4. Kat,Kombi Doğalgaz,Hayır
204,arnavutkoy,"430,000TL",,17 Şubat 2022,110 m2,0 (Yeni),4,Boş,1,20 Aralık 2021,Konut,100 m2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır
205,arnavutkoy,"1,050,000TL",,07 Ocak 2022,701 m2,15-Nov,1,Boş,1,19 Aralık 2021,Konut,700 m2,2+1,Müstakil,Isıtma Yok,Hayır
206,arnavutkoy,"435,000TL",,28 Şubat 2022,105 m2,0 (Yeni),4,Boş,1,17 Aralık 2021,Konut,85 m2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır
207,arnavutkoy,"550,000TL",,15 Aralık 2021,90 m2,0 (Yeni),3,Boş,1,15 Aralık 2021,Konut,80 m2,2.5+1,1. Kat,Kombi Doğalgaz,Hayır
208,arnavutkoy,"685,000TL",,25 Aralık 2021,195 m2,0 (Yeni),3,Boş,2,15 Aralık 2021,Konut,185 m2,3+2,Bahçe Dublex,Kombi Doğalgaz,Hayır
209,arnavutkoy,"430,000TL",,17 Aralık 2021,120 m2,0 (Yeni),3,Boş,1,15 Aralık 2021,Konut,110 m2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır
210,arnavutkoy,"550,000TL",,05 Şubat 2022,100 m2,0 (Yeni),3,Boş,1,15 Aralık 2021,Konut,90 m2,2+1,Yüksek Giriş,Kombi Doğalgaz,Hayır
211,arnavutkoy,"1,200,000TL",,03 Mart 2022,225 m2,15-Nov,6,Mülk Sahibi Oturuyor,2,15 Aralık 2021,Konut,200 m2,6+2,Çatı Dubleks,Kombi Doğalgaz,Hayır
212,arnavutkoy,"635,000TL",,26 Şubat 2022,120 m2,0 (Yeni),5,Boş,2,16 Aralık 2021,Konut,100 m2,2+1,Yüksek Giriş,Kombi Doğalgaz,Hayır
213,arnavutkoy,"740,000TL",,17 Aralık 2021,125 m2,0 (Yeni),3,Boş,2,15 Aralık 2021,Konut,115 m2,3+1,1. Kat,Kombi Doğalgaz,Hayır
214,arnavutkoy,"700,000TL",,02 Ocak 2022,125 m2,0 (Yeni),3,Boş,1,14 Aralık 2021,Konut,115 m2,3+1,1. Kat,Kombi Doğalgaz,Hayır
215,arnavutkoy,"825,000TL",,05 Şubat 2022,125 m2,0 (Yeni),3,Boş,1,14 Aralık 2021,Konut,115 m2,3+1,1. Kat,Kombi Doğalgaz,Hayır
216,arnavutkoy,"825,000TL",,25 Aralık 2021,130 m2,0 (Yeni),3,Boş,1,14 Aralık 2021,Konut,120 m2,3+1,2. Kat,Kombi Doğalgaz,Hayır
217,arnavutkoy,"540,000TL",,07 Ocak 2022,98 m2,0 (Yeni),3,Boş,1,13 Aralık 2021,Konut,90 m2,2+1,Yüksek Giriş,Kombi Doğalgaz,Hayır
218,arnavutkoy,"2,200,000TL",,10 Şubat 2022,155 m2,1,7,Boş,2,14 Aralık 2021,Konut,139 m2,3+1,Çatı Dubleks,Merkezi Doğalgaz,Evet
219,arnavutkoy,"5,000,000TL",,11 Aralık 2021,3.001 m2,10-May,2,Boş,2,11 Aralık 2021,Konut,3.000 m2,4+2,Düz Giriş,Kombi Doğalgaz,Hayır
220,arnavutkoy,"650,000TL",,17 Aralık 2021,90 m2,15-Nov,5,Mülk Sahibi Oturuyor,1,10 Aralık 2021,Konut,85 m2,2+1,Kot 1 (-1). Kat,Kombi Doğalgaz,Evet
221,arnavutkoy,"530,000TL",,16 Şubat 2022,105 m2,3,5,Mülk Sahibi Oturuyor,1,10 Aralık 2021,Konut,90 m2,2+1,Yüksek Giriş,Kombi Doğalgaz,Hayır
222,arnavutkoy,"270,000TL",,09 Aralık 2021,85 m2,10-May,4,Mülk Sahibi Oturuyor,1,09 Aralık 2021,Konut,80 m2,1+1,Yüksek Giriş,Kombi Doğalgaz,Hayır
223,arnavutkoy,"960,000TL",,27 Şubat 2022,120 m2,0 (Yeni),4,Boş,1,07 Aralık 2021,Konut,105 m2,3+1,1. Kat,Kombi Doğalgaz,Hayır
224,arnavutkoy,"550,000TL",,17 Şubat 2022,100 m2,3,5,Mülk Sahibi Oturuyor,1,06 Aralık 2021,Konut,95 m2,2+1,Yüksek Giriş,Kombi Doğalgaz,Hayır
225,arnavutkoy,"330,000TL",,03 Ocak 2022,90 m2,3,4,Boş,1,05 Aralık 2021,Konut,85 m2,1+1,Bahçe Katı,Kombi Doğalgaz,Hayır
226,arnavutkoy,"965,000TL",,10 Ocak 2022,210 m2,4,5,Mülk Sahibi Oturuyor,2,04 Aralık 2021,Konut,200 m2,4+2,Çatı Dubleks,Kombi Doğalgaz,Hayır
227,arnavutkoy,"885,000TL",,04 Aralık 2021,210 m2,4,4,Kiracı Oturuyor,1,04 Aralık 2021,Konut,190 m2,4+2,4. Kat,Kombi Doğalgaz,Hayır
228,arnavutkoy,"4,800,000TLarrow_downward%17",,20 Şubat 2022,240 m2,15-Nov,2,Boş,2,03 Aralık 2021,Konut,220 m2,4+1,Düz Giriş,Isıtma Yok,Hayır
229,arnavutkoy,"5,200,000TL",,18 Şubat 2022,240 m2,10-May,2,Boş,4,01 Aralık 2021,Konut,200 m2,4+1,Düz Giriş,Kombi Doğalgaz,Hayır
230,arnavutkoy,"725,000TL",,28 Şubat 2022,95 m2,0 (Yeni),4,Boş,2,01 Aralık 2021,Konut,85 m2,2+1,2. Kat,Kombi Doğalgaz,Hayır
231,arnavutkoy,"5,450,000TL",,01 Mart 2022,320 m2,10-May,2,Boş,2,01 Aralık 2021,Konut,240 m2,5+2,Düz Giriş,Kombi Doğalgaz,Hayır
232,arnavutkoy,"1,100,000TL",,03 Mart 2022,125 m2,15-Nov,4,Boş,1,01 Aralık 2021,Konut,124 m2,3+1,4. Kat,Kombi Doğalgaz,Hayır
233,arnavutkoy,"840,000TL",,23 Şubat 2022,100 m2,0 (Yeni),5,Boş,1,29 Kasım 2021,Konut,90 m2,2+1,3. Kat,Kombi Doğalgaz,Hayır
234,arnavutkoy,"650,000TL",,25 Kasım 2021,180 m2,3,4,Kiracı Oturuyor,2,25 Kasım 2021,Konut,175 m2,3+1,Çatı Dubleks,Kombi Doğalgaz,Hayır
235,arnavutkoy,"2,555,000TL",,01 Ocak 2022,196 m2,0 (Yeni),4,Boş,Yok,17 Kasım 2021,Konut,195 m2,1 Oda,Düz Giriş,Isıtma Yok,Hayır
236,arnavutkoy,"1,050,000TL",,17 Şubat 2022,180 m2,0 (Yeni),5,Boş,2,17 Kasım 2021,Konut,160 m2,4+2,Çatı Katı,Kombi Doğalgaz,Hayır
237,arnavutkoy,"295,000TL",,03 Mart 2022,70 m2,10-May,4,Boş,1,14 Kasım 2021,Konut,65 m2,2+1,Bahçe Katı,Kombi Doğalgaz,Evet
238,arnavutkoy,"750,000TL",,01 Mart 2022,120 m2,15-Nov,5,Kiracı Oturuyor,1,12 Kasım 2021,Konut,115 m2,3+1,Yüksek Giriş,Kombi Doğalgaz,Hayır
239,arnavutkoy,"1,450,000TL",,18 Şubat 2022,190 m2,0 (Yeni),5,Boş,2,08 Kasım 2021,Konut,140 m2,4+1,4. Kat,Merkezi Doğalgaz,Hayır
240,arnavutkoy,"805,000TL",,10 Şubat 2022,180 m2,0 (Yeni),4,Boş,2,07 Kasım 2021,Konut,160 m2,4+2,4. Kat,Kombi Doğalgaz,Hayır
241,arnavutkoy,"465,000TL",,05 Kasım 2021,85 m2,0 (Yeni),2,Boş,1,05 Kasım 2021,Konut,75 m2,2+1,1. Kat,Kombi Doğalgaz,Hayır
242,arnavutkoy,"750,000TL",,01 Mart 2022,135 m2,15-Nov,3,Kiracı Oturuyor,1,04 Kasım 2021,Konut,130 m2,3+1,3. Kat,Kombi Doğalgaz,Hayır
243,arnavutkoy,"300,000TL",,22 Kasım 2021,100 m2,1,4,Boş,1,01 Kasım 2021,Konut,90 m2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır
244,arnavutkoy,"770,000TL",,18 Şubat 2022,145 m2,10-May,4,Kiracı Oturuyor,1,30 Ekim 2021,Konut,135 m2,3+1,4. Kat,Kombi Doğalgaz,Hayır
245,arnavutkoy,"1,050,000TL",,28 Şubat 2022,185 m2,0 (Yeni),5,Boş,2,30 Ekim 2021,Konut,164 m2,4+2,Çatı Dubleks,Kombi Doğalgaz,Hayır
246,arnavutkoy,"745,000TL",,26 Şubat 2022,110 m2,0 (Yeni),4,Boş,1,30 Ekim 2021,Konut,100 m2,2+1,1. Kat,Kombi Doğalgaz,Hayır
247,arnavutkoy,"1,000,000TL",,27 Ekim 2021,300 m2,21 Ve Üzeri,4,Kiracı Oturuyor,4,27 Ekim 2021,Konut,288 m2,8+ Oda,Müstakil,Kombi Doğalgaz,Hayır
248,arnavutkoy,"620,000TL",,16 Kasım 2021,125 m2,0 (Yeni),5,Boş,2,26 Ekim 2021,Konut,120 m2,3+1,3. Kat,Kombi Doğalgaz,Hayır
249,arnavutkoy,"1,500,000TL",,17 Ocak 2022,140 m2,15-Nov,4,Mülk Sahibi Oturuyor,1,24 Ekim 2021,Konut,130 m2,3+1,2. Kat,Kombi Doğalgaz,Hayır
250,arnavutkoy,"620,000TLarrow_downward%2",,02 Ocak 2022,87 m2,0 (Yeni),5,Boş,1,21 Ekim 2021,Konut,80 m2,2+1,2. Kat,Kombi Doğalgaz,Hayır
251,arnavutkoy,"815,000TL",,30 Ocak 2022,110 m2,10-May,4,Mülk Sahibi Oturuyor,1,20 Ekim 2021,Konut,100 m2,2+1,2. Kat,Kombi Doğalgaz,Hayır
252,arnavutkoy,"1,150,000TL",,28 Şubat 2022,170 m2,0 (Yeni),3,Boş,2,21 Ekim 2021,Konut,165 m2,4+2,3. Kat,Kombi Doğalgaz,Hayır
253,arnavutkoy,"925,000TL",,17 Şubat 2022,180 m2,4,3,Kiracı Oturuyor,2,18 Ekim 2021,Konut,150 m2,4+2,Çatı Katı,Kombi Doğalgaz,Hayır
254,arnavutkoy,"709,000TL",,26 Şubat 2022,89 m2,0 (Yeni),5,Boş,1,13 Ekim 2021,Konut,80 m2,2+1,2. Kat,Kombi Doğalgaz,Hayır
255,arnavutkoy,"365,000TL",,04 Şubat 2022,95 m2,15-Nov,4,Kiracı Oturuyor,1,09 Ekim 2021,Konut,85 m2,2+1,Yüksek Giriş,Kombi Doğalgaz,Hayır
256,arnavutkoy,"1,250,000TL",,02 Ocak 2022,195 m2,0 (Yeni),6,Boş,2,30 Eylül 2021,Konut,170 m2,4+2,Çatı Dubleks,Kombi Doğalgaz,Hayır
257,arnavutkoy,"1,300,000TL",,10 Şubat 2022,83 m2,1,7,Boş,2,28 Eylül 2021,Konut,76 m2,2+1,5. Kat,Merkezi Doğalgaz,Evet
258,arnavutkoy,"795,000TL",,26 Şubat 2022,89 m2,0 (Yeni),5,Boş,1,26 Eylül 2021,Konut,80 m2,2+1,Kot 2 (-2). Kat,Kombi Doğalgaz,Hayır
259,arnavutkoy,"685,000TL",,24 Aralık 2021,145 m2,10-May,4,Kiracı Oturuyor,1,23 Eylül 2021,Konut,130 m2,3+1,Kot 2 (-2). Kat,Merkezi Doğalgaz,Hayır
260,arnavutkoy,"750,000TL",,01 Ocak 2022,100 m2,0 (Yeni),4,Boş,1,21 Eylül 2021,Konut,90 m2,2+1,1. Kat,Kombi Doğalgaz,Hayır
261,arnavutkoy,"580,000TL",,18 Eylül 2021,210 m2,10-May,4,Mülk Sahibi Oturuyor,2,18 Eylül 2021,Konut,200 m2,5+2,Bahçe Dublex,Kombi Doğalgaz,Hayır
262,arnavutkoy,"975,000TL",,18 Şubat 2022,186 m2,1,5,Mülk Sahibi Oturuyor,2,14 Eylül 2021,Konut,176 m2,4+2,Çatı Katı,Kombi Doğalgaz,Hayır
263,arnavutkoy,"711,000TL",,26 Şubat 2022,105 m2,0 (Yeni),4,Boş,1,10 Eylül 2021,Konut,95 m2,2+1,2. Kat,Kombi Doğalgaz,Hayır
264,arnavutkoy,"550,000TL",,29 Ocak 2022,130 m2,3,5,Boş,1,23 Ağustos 2021,Konut,125 m2,2+1,Bahçe Dublex,Kombi Doğalgaz,Hayır
265,arnavutkoy,"360,000TLarrow_downward%2",,20 Eylül 2021,90 m2,4,5,Mülk Sahibi Oturuyor,1,17 Ağustos 2021,Konut,80 m2,2+1,Çatı Katı,Kombi Doğalgaz,Hayır
266,arnavutkoy,"6,750,000TL",,26 Şubat 2022,140 m2,4,2,Boş,2,06 Ağustos 2021,Konut,120 m2,1+1,Çatı Katı,Kombi Doğalgaz,Evet
267,arnavutkoy,"3,400,000TLarrow_downward%2",,24 Şubat 2022,500 m2,10-May,3,Boş,3,01 Ağustos 2021,Konut,300 m2,4+1,Villa Tipi,Kombi Doğalgaz,Evet
268,arnavutkoy,"2,750,000TL",,07 Aralık 2021,180 m2,15-Nov,2,Boş,2,29 Temmuz 2021,Konut,165 m2,5+2,Villa Tipi,Kombi Doğalgaz,Hayır
269,arnavutkoy,"1,350,000TL",,25 Şubat 2022,120 m2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,1,26 Temmuz 2021,Konut,110 m2,3+1,1. Kat,Kombi Doğalgaz,Hayır
270,arnavutkoy,"970,000TL",,26 Ocak 2022,180 m2,10-May,3,Kiracı Oturuyor,3,14 Haziran 2021,Konut,165 m2,4+2,3. Kat,Kombi Doğalgaz,Hayır
271,arnavutkoy,"600,000TL",,08 Ekim 2021,168 m2,0 (Yeni),1,Kiracı Oturuyor,1,15 Nisan 2021,Konut,160 m2,3+1,Müstakil,Kombi Doğalgaz,Hayır
272,arnavutkoy,"720,000TL",,20 Şubat 2022,100 m2,10-May,7,Boş,1,29 Mart 2021,Konut,90 m2,2+1,5. Kat,Kombi Doğalgaz,Hayır
